Index,Forme erronée,Forme correcte,Lemme,Phrase ou syntagme,Type de l'erreur,Texte,Corpus
2495,,,,,phonétisation,texte14_h20_raw.txt,corpus2/Expression écrite dirigée
2496,fleur,fleurs,fleur,et sa fille prend l'apareille et prend la photo souvenir avec son père tombé dans les <err>fleur</err>.,accord,texte14_h20_raw.txt,corpus2/Expression écrite dirigée
2497,regarder,regardé,regarder,j’ai <err>regarder</err> la météo  il annoncer le beau temps,conjugaison,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2498,annoncer,annonçait,annoncer,j’ai regarder la météo  il <err>annoncer</err> le beau temps,approximation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2499,,,,,conjugaison,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2500,suis met,me suis,me;être,je <err>suis met</err> dit pour koi pas je vai alllez a place,déplacement mot,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2501,met,me,me,je suis <err>met</err> dit pour koi pas je vai alllez a place,ajout,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2502,pour koi,pourquoi,pourquoi,je suis met dit <err>pour koi</err> pas je vai alllez a place,segmentation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2503,,,,,phonétisation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2504,vai,vais,aller,je suis met dit pour koi pas je <err>vai</err> alllez a place,conjugaison,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2505,alllez,aller,aller,je suis met dit pour koi pas je vai <err>alllez</err> a place,ajout,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2506,,,,,conjugaison,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2507,a,à,à,je suis met dit pour koi pas je vai alllez <err>a</err> place,homophones,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2508,,la,le,je suis met dit pour koi pas je vai alllez a <err>[la]</err> place,omission mot,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2509,place,plage,plage,je suis met dit pour koi pas je vai alllez a <err>place</err>,approximation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2510,alor,alors,alors,<err>alor</err> je me préparet  le malliot bain la creme soleil la serviette,lettre muette,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2511,préparet,prépare,préparer,alor je me <err>préparet</err>  le malliot bain la creme soleil la serviette,ajout,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2512,malliot,maillot,maillot,alor je me préparet  le <err>malliot</err> bain la creme soleil la serviette,approximation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2513,creme ,crème ,crème,alor je me préparet  le malliot bain la <err>creme</err> soleil la serviette,approximation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2514,soleil,solaire,solaire,alor je me préparet  le malliot bain la creme <err>soleil</err> la serviette,substitution mots,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2515,vai,vais,aller,je <err>vai</err> mettre dans la voiture,conjugaison,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2516,vai,vais,aller,je <err>vai</err> ferme tout les porte,conjugaison,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2517,ferme ,fermer,fermer,je vai <err>ferme</err> tout les porte,accord,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2518,tout,toutes,tout,je vai ferme <err>tout</err> les porte,accord,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2519,,,,,accord,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2520,porte,portes,porte,je vai ferme tout les <err>porte</err>,accord,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2521,vai,vais,aller,je <err>vai</err> monter dans la voiture pour allez a la place,conjugaison,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2522,allez,aller,aller,je vai monter dans la voiture pour <err>allez</err> a la place,conjugaison,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2523,a,à,à,je vai monter dans la voiture pour allez <err>a</err> la place,homophones,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2524,place,plage,plage,je vai monter dans la voiture pour allez a la <err>place</err>,approximation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2525,vai,vais,aller,je <err>vai</err> prendre l autoroute direction port leucate,conjugaison,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2526,l,l',le,je vai prendre <err>l</err> autoroute direction port leucate,apostrophe,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2527,allez,aller,aller,il y a 2h30 pour <err>allez</err> a port leucate,conjugaison,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2528,a,à,à,il y a 2h30 pour allez <err>a</err> port leucate,homophones,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2529,foix,fois,fois,une <err>foix</err> j arrive je vai garer la voiture sur le parking de la place,homophones,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2530,j,j',je,une foix <err>j</err> arrive je vai garer la voiture sur le parking de la place,apostrophe,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2531,vai,vais,aller,une foix j arrive je <err>vai</err> garer la voiture sur le parking de la place,conjugaison,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2532,place,plage,plage,une foix j arrive je vai garer la voiture sur le parking de la <err>place</err>,approximation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2533,sorte,sort,sortir,je <err>sorte</err> tout de la voiture,ajout,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2534,vai,vais,aller,je <err>vai</err> me bégnier,conjugaison,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2535,bégnier,baigner,baigner,je vai me <err>bégnier</err>,phonétisation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2536,,,,,phonétisation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2537,,à,à,je rentre chez moi je commence <err>[à]</err> allez sur l autoroute,omission mot,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2538,allez,aller,aller,je rentre chez moi je commence <err>allez</err> sur l autoroute,conjugaison,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2539,l,l',le,je rentre chez moi je commence allez sur <err>l</err> autoroute,apostrophe,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2540,d ,d',de,<err>d</err> inde coute ma voiture fume,apostrophe,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2541,inde,un,un,d <err>inde</err> coute ma voiture fume,phonétisation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2542,,,,,ajout,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2543,coute,coup,coup,d inde <err>coute</err> ma voiture fume,lettre muette,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2544,,,,,ajout,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2545,m,m',me,je <err>m</err> arret sur le côter  de la route,apostrophe,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2546,arret,arrête,arrêter,je m <err>arret</err> sur le côter  de la route,phonétisation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2547,,,,,approximation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2548,côter,côté,côté,je m arret sur le <err>côter</err>  de la route,phonétisation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2549,met,mets,mettre,je <err>met</err> les wornie,conjugaison,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2550,wornie,warnings,warning,je met les <err>wornie</err>,phonétisation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2551,,,,,approximation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2552,,,,,omission,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2553,,,,,accord,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2554,,le,le,<err>[le]</err> moteur il fume,omission mot,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2555,luie,l'huile,le;huile,<err>luie</err> qui coule sur la route,apostrophe,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2556,,,,,lettre muette,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2557,,,,,omission,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2558,remoquer,remorquer,remorquer,il se fait <err>remoquer</err>,omission,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2559,énéver,énervé,énervé,il rentre chez lui <err>énéver</err>,approximation,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2560,,,,,omission,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2561,,,,,accord,texte15_h17_raw.txt,corpus2/Expression écrite dirigée
2562,a,à,à,"L'homme <err>a</err> droite a un teashirt blanc,",homophones,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2563,teashirt,tee-shirt,tee-shirt,"L'homme a droite a un <err>teashirt</err> blanc,",phonétisation,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2564,,,,,trait d'union,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2565,sont,son ,son,il est en compagnie de sa petite fille et <err>sont</err> enfant me semble t'il. ,homophones,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2566,t',-t-,,il est en compagnie de sa petite fille et sont enfant me semble <err>t'</err>il. ,trait d'union,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2567,,,,,trait d'union,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2568,assoivent,assoient,assoir,Il indique avec sa main droite le banc pour que ses enfants s'<err>assoivent</err> pour qu'il puisse prendre une photo. ,ajout,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2569,appuis,appuie,appuyer,Lorsqu'il <err>appuis</err> sur le bouton pour prendre la photo il trebuche contre la barriére qui protéger les fleurs.,conjugaison,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2570,trebuche,trébuche,trébucher,Lorsqu'il appuis sur le bouton pour prendre la photo il <err>trebuche</err> contre la barriére qui protéger les fleurs.,approximation,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2571,barriére,barrière,barrière,Lorsqu'il appuis sur le bouton pour prendre la photo il trebuche contre la <err>barriére</err> qui protéger les fleurs.,approximation,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2572,protéger,protégeait,protéger,Lorsqu'il appuis sur le bouton pour prendre la photo il trebuche contre la barriére qui <err>protéger</err> les fleurs.,approximation,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2573,,,,,conjugaison,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2574,était,été ,être,Cette histoire a <err>était</err> raconter a l'aide de c'est quatre photos.,accord,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2575,raconter,racontée,raconter,Cette histoire a était <err>raconter</err> a l'aide de c'est quatre photos.,phonétisation,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2576,,,,,accord,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2577,a,à,à,Cette histoire a était raconter <err>a</err> l'aide de c'est quatre photos.,homophones,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2578,c'est,ces,ce,Cette histoire a était raconter a l'aide de <err>c'est</err> quatre photos.,homophones,texte16_f17_raw.txt,corpus2/Expression écrite dirigée
2579,s'est,c'est,ce;être,<err>s'est</err> un monsieur qui va prendre une photo de sais enfants est qui tomber dans les rosiers ,homophones,texte17_f22_raw.txt,corpus2/Expression écrite dirigée
2580,sais,ses,son,s'est un monsieur qui va prendre une photo de <err>sais</err> enfants est qui tomber dans les rosiers ,homophones,texte17_f22_raw.txt,corpus2/Expression écrite dirigée
2581,est,et,et,s'est un monsieur qui va prendre une photo de sais enfants <err>est</err> qui tomber dans les rosiers ,homophones,texte17_f22_raw.txt,corpus2/Expression écrite dirigée
2582,tomber,tombe,tomber,s'est un monsieur qui va prendre une photo de sais enfants est qui <err>tomber</err> dans les rosiers ,ajout,texte17_f22_raw.txt,corpus2/Expression écrite dirigée
2583,a,à,à,il demande <err>a</err> ses enfants de sassoir sur le banc,homophones,texte17_f22_raw.txt,corpus2/Expression écrite dirigée
2584,sassoir,s'assoir,se;assoir,il demande a ses enfants de <err>sassoir</err> sur le banc,apostrophe,texte17_f22_raw.txt,corpus2/Expression écrite dirigée
2585,et ,,,et la petite fille <err>et</err> essais   se ratraper lappareil photo,ajout mot,texte17_f22_raw.txt,corpus2/Expression écrite dirigée
2586,essais,essaie,essayer,et la petite fille et <err>essais</err>   se ratraper lappareil photo,conjugaison,texte17_f22_raw.txt,corpus2/Expression écrite dirigée
2587,se ,de ,de,et la petite fille et essais   <err>se</err> ratraper lappareil photo,substitution,texte17_f22_raw.txt,corpus2/Expression écrite dirigée
2588,ratraper,rattraper,rattraper,et la petite fille et essais   se <err>ratraper</err> lappareil photo,phonétisation,texte17_f22_raw.txt,corpus2/Expression écrite dirigée
2589,lappareil,l'appareil,le;appareil,et la petite fille et essais   se ratraper <err>lappareil</err> photo,apostrophe,texte17_f22_raw.txt,corpus2/Expression écrite dirigée
2590,a,à,à,"le papa dit <err>a</err> leur enfant de s’asoire, ",homophones,texte18_f22_raw.txt,corpus2/Expression écrite dirigée
2591,leur,ses,son,"le papa dit a <err>leur</err> enfant de s’asoire, ",substitution mots,texte18_f22_raw.txt,corpus2/Expression écrite dirigée
2592,enfant,enfants,enfant,"le papa dit a leur <err>enfant</err> de s’asoire, ",accord,texte18_f22_raw.txt,corpus2/Expression écrite dirigée
2593,asoire,assoir,assoir,"le papa dit a leur enfant de s’<err>asoire</err>, ",approximation,texte18_f22_raw.txt,corpus2/Expression écrite dirigée
2594,,,,,phonétisation,texte18_f22_raw.txt,corpus2/Expression écrite dirigée
2595,pend,prend,prendre,et la fille <err>pend</err> un foto de son père tonbé.,omission,texte18_f22_raw.txt,corpus2/Expression écrite dirigée
2596,un,une,un,et la fille pend <err>un</err> foto de son père tonbé.,accord,texte18_f22_raw.txt,corpus2/Expression écrite dirigée
2597,foto,photo,photo,et la fille pend un <err>foto</err> de son père tonbé.,phonétisation,texte18_f22_raw.txt,corpus2/Expression écrite dirigée
2598,tonbé,tombé,tombé,et la fille pend un foto de son père <err>tonbé</err>.,phonétisation,texte18_f22_raw.txt,corpus2/Expression écrite dirigée
2599,sa,ça,ça,<err>sa</err> parle des écologiste qui on montrais que les sac en plastic polu la tere,homophones,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2600,écologiste,écologistes,écologiste,sa parle des <err>écologiste</err> qui on montrais que les sac en plastic polu la tere,accord,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2601,on,ont ,avoir,sa parle des écologiste qui <err>on</err> montrais que les sac en plastic polu la tere,homophones,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2602,montrais,montré,montrer,sa parle des écologiste qui on <err>montrais</err> que les sac en plastic polu la tere,approximation,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2603,,,,,conjugaison,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2604,sac,sacs,sac,sa parle des écologiste qui on montrais que les <err>sac</err> en plastic polu la tere,accord,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2605,plastic,plastique,plastique,sa parle des écologiste qui on montrais que les sac en <err>plastic</err> polu la tere,phonétisation,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2606,polu,polluent,polluer,sa parle des écologiste qui on montrais que les sac en plastic <err>polu</err> la tere,phonétisation,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2607,,,,,conjugaison,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2608,tere,terre,terre,sa parle des écologiste qui on montrais que les sac en plastic polu la <err>tere</err>,approximation,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2609,probleme,problème,problème,et le plus gros <err>probleme</err> ses dans les mer car les animeaux marin meurt,approximation,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2610,ses,c'est,ce;être,et le plus gros probleme <err>ses</err> dans les mer car les animeaux marin meurt,homophones,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2611,mer,mers,mer,et le plus gros probleme ses dans les <err>mer</err> car les animeaux marin meurt,accord,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2612,animeaux,animaux,animal,et le plus gros probleme ses dans les mer car les <err>animeaux</err> marin meurt,phonétisation,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2613,marin,marins,marin,et le plus gros probleme ses dans les mer car les animeaux <err>marin</err> meurt,accord,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2614,meurt,meurent,mourir,et le plus gros probleme ses dans les mer car les animeaux marin <err>meurt</err>,conjugaison,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2615,il,ils,il,<err>il</err> mange les sac en plastic et puis setoufle.,accord,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2616,mange,mangent ,manger,il <err>mange</err> les sac en plastic et puis setoufle.,conjugaison,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2617,sac,sacs,sac,il mange les <err>sac</err> en plastic et puis setoufle.,accord,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2618,plastic,plastique,plastique,il mange les sac en <err>plastic</err> et puis setoufle.,phonétisation,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2619,setoufle,s'étouffent,se;étouffer,il mange les sac en plastic et puis <err>setoufle</err>.,apostrophe,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2620,,,,,approximation,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2621,,,,,substitution,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2622,,,,,conjugaison,texte19_h26_raw.txt,corpus2/Expression écrite dirigée
2623,vacance,vacances,vacances,Le monsieur charge sa voiture pour partir en <err>vacance</err> à la mer.,accord,texte2_h19_raw.txt,corpus2/Expression écrite dirigée
2624,payssage,paysage,paysage,Il roule tranquillement et regarde le <err>payssage</err>.,approximation,texte2_h19_raw.txt,corpus2/Expression écrite dirigée
2625,deriere,derrière,derrière,Il y a un monsieur qui est <err>deriere</err> sa voiture,phonétisation,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2626,,,,,approximation,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2627,confre,coffre,coffre,il prend quelque chose dans son <err>confre</err> tout en pensent a bronzer a la plage .,substitution,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2628,pensent,pensant,penser,il prend quelque chose dans son confre tout en <err>pensent</err> a bronzer a la plage .,approximation,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2629,a,à,à,il prend quelque chose dans son confre tout en pensent <err>a</err> bronzer a la plage .,homophones,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2630,a,à,à,il prend quelque chose dans son confre tout en pensent a bronzer <err>a</err> la plage .,homophones,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2631,Sont,Son ,son,<err>Sont</err> moteur a un problème  il fume et le monsieur ce pose des question ,homophones,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2632,ce,se,se,Sont moteur a un problème  il fume et le monsieur <err>ce</err> pose des question ,homophones,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2633,question ,questions,question,Sont moteur a un problème  il fume et le monsieur ce pose des <err>question</err>,accord,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2634,vas,va,aller,Il <err>vas</err> voir et ce rend compte que il y a un liquide qui fuit ,conjugaison,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2635,que,qu',que,Il vas voir et ce rend compte <err>que</err> il y a un liquide qui fuit ,apostrophe,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2636,ce,se,se,Il <err>ce</err> met a pousser sa voiture pour allez chez lui ,homophones,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2637,a ,à ,à,Il ce met <err>a</err> pousser sa voiture pour allez chez lui ,homophones,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2638,allez,aller,aller,Il ce met a pousser sa voiture pour <err>allez</err> chez lui ,conjugaison,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2639,ce,se,se,et du coup il <err>ce</err> repose une fois arriver  chez lui les pied dans l’eau,homophones,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2640,arriver,arrivé,arrivé,et du coup il ce repose une fois <err>arriver</err>  chez lui les pied dans l’eau,accord,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2641,pied,pieds,pied,et du coup il ce repose une fois arriver  chez lui les <err>pied</err> dans l’eau,accord,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2642,énerver,énervé,énerver,et lit un livre tout en étant <err>énerver</err> ,accord,texte20_h17_raw.txt,corpus2/Expression écrite dirigée
2643,a,à ,à,sur la route la voiture commence <err>a</err> fumée au niveau du moteur,homophones,texte21_h19_raw.txt,corpus2/Expression écrite dirigée
2644,fumée,fumer,fumer,sur la route la voiture commence a <err>fumée</err> au niveau du moteur,conjugaison,texte21_h19_raw.txt,corpus2/Expression écrite dirigée
2645,arrete,arrête,arrêter,il s’<err>arrete</err> sur le bas côté,approximation,texte21_h19_raw.txt,corpus2/Expression écrite dirigée
2646,démaré,démarrer,démarrer,et la voiture ne voulant plus <err>démaré</err> il decide de rentrer chez lui ,phonétisation,texte21_h19_raw.txt,corpus2/Expression écrite dirigée
2647,,,,,conjugaison,texte21_h19_raw.txt,corpus2/Expression écrite dirigée
2648,decide,décide,décider,et la voiture ne voulant plus démaré il <err>decide</err> de rentrer chez lui ,approximation,texte21_h19_raw.txt,corpus2/Expression écrite dirigée
2649,presonne,personne,personne,une <err>presonne</err>  reve de partie en vacances .,transposition,texte22_h22_raw.txt,corpus2/Expression écrite dirigée
2650,reve,rêve,rêver,une presonne  <err>reve</err> de partie en vacances .,approximation,texte22_h22_raw.txt,corpus2/Expression écrite dirigée
2651,partie,partir,partir,une presonne  reve de <err>partie</err> en vacances .,substitution,texte22_h22_raw.txt,corpus2/Expression écrite dirigée
2652,sen,sent,sentir,il prend la route des vacances et <err>sen</err> une hodeur,conjugaison,texte22_h22_raw.txt,corpus2/Expression écrite dirigée
2653,hodeur,odeur,odeur,il prend la route des vacances et sen une <err>hodeur</err>,lettre muette,texte22_h22_raw.txt,corpus2/Expression écrite dirigée
2654,sont,son ,son,puis ouvre <err>sont</err> capeau de la voiture pour voir se qui a,homophones,texte22_h22_raw.txt,corpus2/Expression écrite dirigée
2655,capeau,capot,capot,puis ouvre sont <err>capeau</err> de la voiture pour voir se qui a,phonétisation,texte22_h22_raw.txt,corpus2/Expression écrite dirigée
2656,,,,,lettre muette,texte22_h22_raw.txt,corpus2/Expression écrite dirigée
2657,se,ce,ce,puis ouvre sont capeau de la voiture pour voir <err>se</err> qui a,homophones,texte22_h22_raw.txt,corpus2/Expression écrite dirigée
2658,qui,qu'il,que;il,puis ouvre sont capeau de la voiture pour voir se <err>qui</err> a,substitution mots,texte22_h22_raw.txt,corpus2/Expression écrite dirigée
2659,,y,y,puis ouvre sont capeau de la voiture pour voir se qui <err>[y]</err> a,omission mot,texte22_h22_raw.txt,corpus2/Expression écrite dirigée
2660,basine,bassine,bassine,il prend une <err>basine</err> d eau chaud pour se rechaiffer les pied  ,approximation,texte22_h22_raw.txt,corpus2/Expression écrite dirigée
2661,d,d',de,il prend une basine <err>d</err> eau chaud pour se rechaiffer les pied  ,apostrophe,texte22_h22_raw.txt,corpus2/Expression écrite dirigée
2662,rechaiffer,réchauffer,réchauffer,il prend une basine d eau chaud pour se <err>rechaiffer</err> les pied  ,approximation,texte22_h22_raw.txt,corpus2/Expression écrite dirigée
2663,,,,,substitution,texte22_h22_raw.txt,corpus2/Expression écrite dirigée
2664,pied,pieds,pied,il prend une basine d eau chaud pour se rechaiffer les <err>pied</err>  ,accord,texte22_h22_raw.txt,corpus2/Expression écrite dirigée
2665,réver,rêver,rêver,il est en train de <err>réver</err> qu’il est déjà a la plage.,phonétisation,texte23_h30_raw.txt,corpus2/Expression écrite dirigée
2666,a,à,à,il est en train de réver qu’il est déjà <err>a</err> la plage.,homophones,texte23_h30_raw.txt,corpus2/Expression écrite dirigée
2667,malliot,maillot,maillot,il est en <err>malliot</err> de bain. ,approximation,texte23_h30_raw.txt,corpus2/Expression écrite dirigée
2668,fini,finie,fini,"une fois, la voiture <err>fini</err>, de charger,",accord,texte23_h30_raw.txt,corpus2/Expression écrite dirigée
2669,a,à,à,il monte dans sa voiture et roule <err>a</err> toute alure,homophones,texte23_h30_raw.txt,corpus2/Expression écrite dirigée
2670,alure,allure,allure,il monte dans sa voiture et roule a toute <err>alure</err>,phonétisation,texte23_h30_raw.txt,corpus2/Expression écrite dirigée
2671,essaielle,essaye,essayer,il <err>essaielle</err> de reparer sa voiture en vin. ,approximation,texte23_h30_raw.txt,corpus2/Expression écrite dirigée
2672,reparer,réparer,réparer,il essaielle de <err>reparer</err> sa voiture en vin. ,approximation,texte23_h30_raw.txt,corpus2/Expression écrite dirigée
2673,vin,vain,vain,il essaielle de reparer sa voiture en <err>vin</err>. ,homophones,texte23_h30_raw.txt,corpus2/Expression écrite dirigée
2674,semaines,semaine,semaine,Jack part en vacances une <err>semaines</err> a Bayonne,accord,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2675,a,à,à,Jack part en vacances une semaines <err>a</err> Bayonne,homophones,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2676,entend,attend,attendre,il <err>entend</err> sa depuis des mois.,approximation,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2677,,,,,phonétisation,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2678,sa,ça,ça,il entend <err>sa</err> depuis des mois.,homophones,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2679,pourvoir,pouvoir,pouvoir,"Il va <err>pourvoir</err> enfin partir de cher lui d Albi,",ajout,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2680,cher,chez,chez,"Il va pourvoir enfin partir de <err>cher</err> lui d Albi,",approximation,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2681,d,à,à,"Il va pourvoir enfin partir de cher lui <err>d</err> Albi,",apostrophe,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2682,mecaniques,mécanique,mécanique,il a un problème <err>mecaniques</err>,approximation,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2683,,,,,accord,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2684,sa t endaits,s'attendait,se;attendre,il ne <err>sa t endaits</err> pas du tout a ca. ,apostrophe,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2685,,,,,segmentation,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2686,,,,,segmentation,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2687,,,,,conjugaison,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2688,a,à ,à,il ne sa t endaits pas du tout <err>a</err> ca. ,homophones,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2689,ca,ça,ça,il ne sa t endaits pas du tout a <err>ca</err>. ,approximation,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2690,a,à,à,"En voulant aller vite Jack se blesse <err>a</err> son pied,",homophones,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2691,pourras,pourra,pouvoir,il ne <err>pourras</err> pas partir en vacances,conjugaison,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2692,,est,être,il <err>[est]</err> en arret maladie pendant deux semaines.,omission mot,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2693,arret,arrêt,arrêt,il en <err>arret</err> maladie pendant deux semaines.,phonétisation,texte24_h18_raw.txt,corpus2/Expression écrite dirigée
2694,avai,avait,avoir,"Pierre <err>avai</err> une idée,",conjugaison,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
2695,a,à,à,il pensait qu’il pourait aller <err>a</err> la plage,homophones,texte25_h18_raw.txt,corpus2/Expression écrite dirigée
